,name,track_id,album,artist,artist_id,release_date,length,popularity,artist_pop,artist_genres,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,key,mode,time_signature,playlist
514,Monotonía,6G12ZafqofSq7YtrMqUm76,Monotonía,Shakira,0EmeFodog0BfCgMzAIvKQp,2022-10-19,158804,92,87,"['colombian pop', 'dance pop', 'latin pop']",0.419,0.873,0.695,1.23e-06,0.211,-4.207,0.0459,131.963,0.823,0,0,4,just hits
515,THE LONELIEST,1Ame8XTX6QHY0l0ahqUhgv,THE LONELIEST,Måneskin,0lAWpj5szCSwM4rUMHYmrr,2022-10-07,247067,87,80,"['indie rock italiano', 'italian pop']",0.00151,0.519,0.595,0.0,0.0762,-5.001,0.0283,129.786,0.237,2,1,4,just hits
516,Lose You,4cMnESkXGcB6kIp6iPNUB2,Lose You,Afrojack,4D75GcNG95ebPtNvoNVXhz,2022-11-11,155492,67,73,"['big room', 'dance pop', 'dutch house', 'edm', 'electro house', 'pop dance', 'pop rap', 'progressive electro house', 'progressive house', 'tropical house']",0.146,0.646,0.807,0.0,0.345,-4.925,0.0398,141.838,0.778,8,1,4,just hits
517,Grapefruit,35seOt4wMvu7gWzYFwqNGh,Grapefruit,Tove Lo,4NHQUGzhtTLFvgF5SZesLK,2022-10-12,231333,68,76,"['dance pop', 'electropop', 'metropopolis', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop']",0.00134,0.724,0.684,0.000441,0.151,-5.129,0.0342,105.0,0.163,2,1,4,just hits
518,SNAP,76OGwb5RA9h4FxQPT33ekc,SNAP,Rosa Linn,46xBNx0j6cwY6sD9LgMTm1,2022-03-19,179551,93,77,['alt z'],0.107,0.565,0.636,9.9e-06,0.447,-8.198,0.0638,170.01,0.525,0,1,4,just hits
519,Don't Leave Me Lonely,4uZKz3TLaSEY4vVb86jyAp,Don't Leave Me Lonely,Clean Bandit,6MDME20pz9RveH9rEXvrOM,2022-10-21,173093,66,75,"['dance pop', 'edm', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk dance', 'uk funky']",0.684,0.687,0.719,6.67e-05,0.125,-6.167,0.212,139.963,0.186,6,0,4,just hits
520,DON'T YOU WORRY,0gYXw7aPoybWFfB7btQ0eM,DON'T YOU WORRY,Black Eyed Peas,1yxSLGMDHlW21z4YXirZDS,2022-06-17,196363,81,81,"['dance pop', 'pop', 'pop rap']",0.203,0.816,0.875,0.0,0.209,-4.821,0.0311,131.958,0.491,11,1,4,just hits
521,Green Green Grass,4N5s8lPTsjI9EGP7K4SXzB,Gold Rush Kid,George Ezra,2ysnwxxNtSgbb9t1m2Ur4j,2022-06-10,167613,75,74,"['folk-pop', 'neo-singer-songwriter']",0.0695,0.685,0.738,0.0,0.128,-4.413,0.0595,112.972,0.8,8,1,4,just hits
522,Die For You,26hOm7dTtBi0TdpDGl141t,SMITHEREENS,Joji,3MZsBdqDrRTJihTHQrO6Dq,2022-11-04,211666,90,87,['viral pop'],0.383,0.472,0.518,0.127,0.289,-7.379,0.051,147.805,0.154,8,1,4,just hits
523,ANTIFRAGILE,4fsQ0K37TOXa3hEQfjEic1,ANTIFRAGILE,LE SSERAFIM,4SpbR6yFEvexJuaBpgAU5p,2022-10-17,184444,89,77,[],0.0821,0.882,0.797,0.0,0.113,-3.299,0.0819,105.025,0.824,10,0,4,just hits
524,All By Myself,5Hp4xFihdOE2dmDzxWcBFb,All By Myself,Alok,0NGAZxHanS9e0iNHpR8f2W,2022-10-07,171747,80,80,"['electro house', 'pop nacional', 'slap house']",0.0932,0.662,0.848,7.62e-06,0.241,-4.338,0.0346,123.041,0.773,0,0,4,just hits
525,I Ain't Got No Worries (with R3HAB),0REXvxnclpTKt2sjgZmESY,I,Ofenbach,4AKwRarlmsUlLjIwt38NLw,2022-11-04,146129,60,71,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",0.016,0.727,0.859,7.97e-06,0.337,-3.629,0.105,123.889,0.701,11,0,4,just hits
526,Sweet Lies,1ciemDCppxQbYhXzqMoBV0,Sweet Lies,Nathan Dawe,2gduEC76ry33RVurAvT05p,2022-10-28,121860,67,67,"['dance pop', 'house', 'pop dance', 'tropical house', 'uk dance']",0.189,0.717,0.866,0.0,0.064,-4.74,0.0434,130.053,0.787,5,1,4,just hits
527,Forever (feat. Elley Duhé),1vpGxJpPyJocizv7i1CyDC,Forever,Gryffin,2ZRQcIgzPCVaT9XKhXZIzh,2022-10-28,187384,65,73,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house']",0.0209,0.56,0.782,0.0,0.159,-5.718,0.0432,137.966,0.378,8,1,4,just hits
528,The Best Is Yet to Come,36jMu03qVcjYAccvQLmAMR,The Best Is Yet to Come,Tom Walker,7z2avKuuiMAT4XZJFv8Rvh,2022-10-13,166874,70,69,"['indie anthem-folk', 'pop', 'uk pop']",0.933,0.395,0.354,0.0,0.102,-7.635,0.0444,165.95,0.247,9,1,4,just hits
529,Words (feat. Zara Larsson),1bgKMxPQU7JIZEhNsM1vFs,Words (feat. Zara Larsson),Alesso,4AVFqumd2ogHFlRbKIjp1t,2022-04-22,142677,83,76,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",0.0245,0.739,0.586,0.000252,0.308,-5.079,0.0472,124.026,0.444,10,0,4,just hits
530,Hot In It,3Z7CaxQkqbIs1rewKi6v4W,Hot In It,Tiësto,2o5jDhtHVPhrJdv3cEQ99Z,2022-06-30,129817,81,84,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop dance', 'slap house', 'trance', 'tropical house']",0.00445,0.748,0.841,1.33e-06,0.0413,-5.08,0.177,123.045,0.717,7,1,4,just hits
531,I Believe,2CewvqbfMOcnvYE3yayAJV,I Believe,KAMRAD,6zcWVbyNT0z94MBffsTJGP,2022-01-07,147007,74,58,['german indie folk'],0.124,0.711,0.681,0.0,0.262,-7.459,0.0263,118.021,0.775,10,1,4,just hits
532,Lost Without You (with Dean Lewis),1eGW1YBT17a5G1hKPWrpW7,Lost Without You (with Dean Lewis),Kygo,23fqKkggKUBHNkbKtXEls4,2022-07-08,203609,70,80,"['edm', 'pop', 'pop dance', 'tropical house']",0.265,0.621,0.575,0.0,0.0932,-6.243,0.0564,117.887,0.343,11,1,4,just hits
533,Sharks,0TyUOnU4H4GLqOcrH0auc8,Sharks,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,2022-06-24,190883,80,89,"['modern rock', 'rock']",0.00791,0.927,0.642,3.62e-05,0.279,-4.466,0.0657,123.969,0.901,10,0,4,just hits
534,"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)",5lfWrciYtohtIMVDVZd0Rf,"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)",Calvin Harris,7CajNmpbOovFoOoasH2HaY,2022-07-15,229282,75,84,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",0.276,0.81,0.733,6.73e-06,0.288,-6.338,0.0444,125.975,0.9,9,1,4,just hits
535,Crazy What Love Can Do,1WCEAGGRD066z2Q89ObXTq,Crazy What Love Can Do,David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,2022-04-08,169756,83,89,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",0.0282,0.601,0.713,0.0,0.158,-3.758,0.0449,122.872,0.464,4,0,4,just hits
536,Don't Hurt Me (What Is Love),6Lytqcs0fMmCO8JNewrnbj,Don't Hurt Me (What Is Love),Yves V,47BEc2RoW53owMyxacXWdV,2022-08-19,157000,64,62,"['belgian edm', 'brazilian edm', 'covertronica', 'dance pop', 'edm', 'electro house', 'house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'slap house', 'tropical house']",0.00308,0.758,0.804,0.0,0.125,-3.996,0.0358,125.007,0.614,11,1,4,just hits
537,One Life,5DXKvETa1xppOmd4CDxs9S,= (Tour Edition),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,2022-05-27,231546,68,91,"['pop', 'uk pop']",0.114,0.573,0.593,2.65e-06,0.122,-7.225,0.0299,159.978,0.425,6,1,4,just hits
538,Satellite,1G9hDB1bmxz131N9svQ8pY,Satellite,Khalid,6LuN9FCkKOj5PcnpouEgny,2022-09-23,186514,74,86,"['pop', 'pop r&b']",0.0279,0.741,0.73,0.000264,0.0851,-7.07,0.0349,124.001,0.725,7,1,4,just hits
539,One Last Time (with R3HAB) (feat. Enny-Mae),7KoUk2BFyV8HkocdHMUNTw,One Last Time (with R3HAB) (feat. Enny-Mae),VIZE,09agIJMxCD2k87ys9Al0f0,2022-09-23,155097,70,70,"['dance pop', 'edm', 'german dance', 'pop dance', 'slap house', 'tropical house']",0.64,0.923,0.531,0.0174,0.121,-7.525,0.0481,119.985,0.858,11,0,4,just hits
540,Questions,1cgy2FSOQMbq7DHCVgMAUA,Questions,Lost Frequencies,7f5Zgnp2spUuuzKplmRkt7,2022-06-03,177156,74,77,"['belgian edm', 'edm', 'pop', 'pop dance', 'tropical house']",0.405,0.599,0.713,2.53e-05,0.266,-7.008,0.0542,123.962,0.518,11,1,4,just hits
541,Late Night Talking,1qEmFfgcLObUfQm0j1W2CK,Harry's House,Harry Styles,6KImCVD70vtIoJWnq6nGn3,2022-05-20,177954,90,90,['pop'],0.298,0.714,0.728,0.0,0.106,-4.595,0.0468,114.996,0.901,10,1,4,just hits
542,Pink Venom,0skYUMpS0AcbpjcGsAbRGj,Pink Venom,BLACKPINK,41MozSoPIsD1dJM0CLPjZF,2022-08-19,186964,79,86,"['k-pop', 'k-pop girl group']",0.0202,0.798,0.697,0.0,0.259,-7.139,0.0891,90.031,0.745,0,1,4,just hits
543,I Like You (A Happier Song) (with Doja Cat),0O6u0VJ46W86TxN9wgyqDj,Twelve Carat Toothache,Post Malone,246dkjvS1zLTtiykXe5h60,2022-06-03,192840,89,89,"['dfw rap', 'melodic rap', 'rap']",0.121,0.733,0.67,0.0,0.121,-6.009,0.0751,100.964,0.472,5,1,4,just hits
544,Bad Memories (feat. Elley Duhé & FAST BOY),3rb0tMq42WfggucPm0HHkA,Bad Memories (feat. Elley Duhé & FAST BOY),MEDUZA,0xRXCcSX89eobfrshSVdyu,2022-07-22,148629,87,77,"['dance pop', 'edm', 'electro house', 'pop dance', 'pop house', 'tropical house']",0.118,0.607,0.767,0.0,0.122,-6.069,0.0474,123.998,0.662,5,0,3,just hits
545,2 Be Loved (Am I Ready),2rmwqU7yzTvzkiaRV53DpT,Special,Lizzo,56oDRnqbIiwx4mymNEv7dS,2022-07-15,187107,82,79,"['escape room', 'minnesota hip hop', 'pop', 'trap queen']",0.0922,0.721,0.769,0.0,0.0817,-4.111,0.105,155.932,0.915,7,1,4,just hits
546,Bones,0HqZX76SFLDz2aW8aiqi7G,Bones,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,2022-03-11,165264,89,89,"['modern rock', 'rock']",0.0206,0.773,0.742,0.0,0.0754,-3.678,0.046,114.071,0.571,5,0,4,just hits
547,BREAK MY SOUL,2KukL7UlQ8TdvpaA7bY3ZJ,BREAK MY SOUL,Beyoncé,6vWDO969PvNqNYHIOW5v0m,2022-06-21,278281,79,87,"['dance pop', 'pop', 'r&b']",0.0575,0.687,0.887,2.21e-06,0.27,-5.04,0.0826,114.941,0.853,1,0,4,just hits
548,DESPECHÁ,5ildQOEKmJuWGl2vRkFdYc,DESPECHÁ,ROSALÍA,7ltDVBr6mKbRvohxheJ9h1,2022-07-28,157017,91,85,['r&b en espanol'],0.184,0.919,0.623,1.63e-05,0.0609,-6.521,0.0992,130.037,0.775,7,1,4,just hits
549,Sun Will Shine,6bp0sJ0l3Ab3ZU0aktsYCf,Sun Will Shine,Robin Schulz,3t5xRXzsuZmMDkQzgOX35S,2022-07-29,201700,70,82,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'pop dance', 'tropical house']",0.00633,0.534,0.714,0.0,0.0879,-6.347,0.0629,125.99,0.415,6,0,4,just hits
